Delivery_ID,Truck_ID,Delivery_Date,Distance_KM,Was_Delayed,Delay_Hours,Penalty_Fees_USD
D29920,T094,2024-09-02,95,No,0,0
D29921,T094,2023-07-30,958,No,0,0
D29922,T094,2023-08-12,471,No,0,0
D29923,T094,2023-08-27,885,No,0,0
D29924,T094,2024-07-31,1189,No,0,0
D29925,T094,2023-12-27,1011,No,0,0
D29926,T094,2024-08-31,191,No,0,0
D29927,T094,2024-09-21,1230,Yes,14,1606
D29928,T094,2023-12-08,1393,No,0,0
D29929,T094,2023-06-14,1458,No,0,0
D29930,T094,2024-10-28,890,Yes,16,4794
D29931,T094,2023-06-15,139,No,0,0
D29932,T094,2024-04-29,1446,Yes,20,1430
D29933,T094,2024-09-13,391,Yes,18,1781
D29934,T094,2024-08-12,1351,No,0,0
D29935,T094,2023-05-28,1167,No,0,0
D29936,T094,2024-12-06,451,No,0,0
D29937,T094,2023-02-28,1057,No,0,0
D29938,T094,2024-06-08,646,No,0,0
D29939,T094,2024-05-08,1150,No,0,0
D29940,T094,2024-12-26,361,No,0,0
D29941,T094,2024-08-11,66,No,0,0
D29942,T094,2023-10-26,900,No,0,0
D29943,T094,2023-03-02,1028,No,0,0
D29944,T094,2023-10-31,533,No,0,0
D29945,T094,2023-11-09,201,No,0,0
D29946,T094,2023-03-17,498,No,0,0
D29947,T094,2024-12-21,1206,No,0,0
D29948,T094,2024-05-03,351,No,0,0
D29949,T094,2023-12-01,1237,No,0,0
D29950,T094,2024-10-08,1053,No,0,0
D29951,T094,2023-05-03,105,No,0,0
D29952,T094,2024-05-05,326,No,0,0
D29953,T094,2024-03-30,968,No,0,0
D29954,T094,2024-10-17,279,No,0,0
D29955,T094,2023-07-26,893,No,0,0
D29956,T094,2023-01-21,283,No,0,0
D29957,T094,2023-08-12,351,No,0,0
D29958,T094,2023-04-15,1040,No,0,0
D29959,T094,2023-02-14,225,No,0,0
D29960,T094,2024-01-04,378,No,0,0
D29961,T094,2023-01-08,681,No,0,0
D29962,T094,2024-11-07,296,No,0,0
D29963,T094,2024-08-04,725,No,0,0
D29964,T094,2024-04-21,1048,No,0,0
D29965,T094,2024-07-09,453,Yes,13,2399
D29966,T094,2024-04-18,101,No,0,0
D29967,T094,2024-12-13,401,No,0,0
D29968,T094,2024-09-04,960,No,0,0
D29969,T094,2024-03-30,278,No,0,0
D29970,T094,2023-03-19,81,No,0,0
D29971,T094,2023-01-11,1040,No,0,0
D29972,T094,2023-10-16,679,No,0,0
D29973,T094,2024-08-24,317,No,0,0
D29974,T094,2023-06-20,754,No,0,0
D29975,T094,2024-01-10,1309,No,0,0
D29976,T094,2023-01-14,63,No,0,0
D29977,T094,2023-09-30,178,No,0,0
D29978,T094,2023-05-05,221,No,0,0
D29979,T094,2024-07-28,1186,No,0,0
D29980,T094,2024-07-13,85,No,0,0
D29981,T094,2023-11-10,892,No,0,0
D29982,T094,2023-01-19,702,No,0,0
D29983,T094,2024-01-31,1395,No,0,0
D29984,T094,2024-06-08,778,No,0,0
D29985,T094,2023-07-01,118,No,0,0
D29986,T094,2023-09-20,146,No,0,0
D29987,T094,2023-11-01,1278,No,0,0
D29988,T094,2023-09-12,669,No,0,0
D29989,T094,2024-10-26,1066,No,0,0
D29990,T094,2023-11-26,202,No,0,0
D29991,T094,2024-12-12,360,No,0,0
D29992,T094,2024-01-31,318,No,0,0
D29993,T094,2023-11-05,122,Yes,19,3351
D29994,T094,2024-03-18,553,No,0,0
D29995,T094,2024-01-02,1039,Yes,18,4587
D29996,T094,2024-04-03,863,No,0,0
D29997,T094,2024-08-19,333,No,0,0
D29998,T094,2024-04-24,683,No,0,0
D29999,T094,2023-03-05,229,No,0,0
D30000,T094,2024-11-19,1062,No,0,0
D30001,T094,2024-02-13,800,No,0,0
D30002,T094,2023-01-03,276,No,0,0
D30003,T094,2024-12-26,705,No,0,0
D30004,T094,2023-07-29,855,No,0,0
D30005,T094,2023-11-25,379,No,0,0
D30006,T094,2023-11-09,773,No,0,0
D30007,T094,2023-12-19,808,No,0,0
D30008,T094,2024-10-18,647,No,0,0
D30009,T094,2023-05-10,138,No,0,0
D30010,T094,2023-05-26,480,No,0,0
D30011,T094,2023-07-16,317,No,0,0
D30012,T094,2024-07-04,182,No,0,0
D30013,T094,2024-10-08,1434,No,0,0
D30014,T094,2024-09-16,1085,No,0,0
D30015,T094,2023-03-29,192,No,0,0
D30016,T094,2024-07-19,1408,No,0,0
D30017,T094,2024-10-10,298,Yes,3,185
D30018,T094,2023-01-17,983,No,0,0
D30019,T094,2024-07-09,745,No,0,0
D30020,T094,2024-04-17,133,No,0,0
D30021,T094,2023-04-02,225,No,0,0
D30022,T094,2023-07-14,1471,No,0,0
D30023,T094,2023-05-31,253,No,0,0
D30024,T094,2023-08-26,439,No,0,0
D30025,T094,2024-07-08,972,No,0,0
D30026,T094,2023-08-21,419,No,0,0
D30027,T094,2023-12-17,1173,No,0,0
D30028,T094,2024-05-14,246,No,0,0
D30029,T094,2023-05-04,699,No,0,0
D30030,T094,2023-07-12,342,No,0,0
D30031,T094,2023-07-28,677,No,0,0
D30032,T094,2023-03-25,66,No,0,0
D30033,T094,2024-08-21,625,No,0,0
D30034,T094,2023-11-07,366,No,0,0
D30035,T094,2023-10-02,702,No,0,0
D30036,T094,2024-04-29,428,No,0,0
D30037,T094,2023-09-15,79,No,0,0
D30038,T094,2024-04-20,1057,No,0,0
D30039,T094,2024-07-17,930,No,0,0
D30040,T094,2023-09-09,415,No,0,0
D30041,T094,2023-06-28,1158,Yes,15,4676
D30042,T094,2023-10-01,999,No,0,0
D30043,T094,2024-10-22,999,Yes,8,4476
D30044,T094,2023-10-20,1364,No,0,0
D30045,T094,2023-01-01,373,No,0,0
D30046,T094,2024-03-24,621,No,0,0
D30047,T094,2024-10-25,421,No,0,0
D30048,T094,2024-07-02,305,No,0,0
D30049,T094,2024-12-04,1076,No,0,0
D30050,T094,2024-03-20,562,No,0,0
D30051,T094,2023-06-13,1370,No,0,0
D30052,T094,2023-07-17,1259,No,0,0
D30053,T094,2024-12-17,1448,No,0,0
D30054,T094,2023-03-07,180,No,0,0
D30055,T094,2024-04-24,860,No,0,0
D30056,T094,2024-07-06,1112,No,0,0
D30057,T094,2023-11-23,1273,No,0,0
D30058,T094,2024-03-12,304,No,0,0
D30059,T094,2023-12-31,770,No,0,0
D30060,T094,2023-07-03,156,No,0,0
D30061,T094,2024-01-15,50,No,0,0
D30062,T094,2023-12-25,902,No,0,0
D30063,T094,2023-07-02,519,No,0,0
D30064,T094,2023-10-11,230,No,0,0
D30065,T094,2024-11-08,1065,No,0,0
D30066,T094,2023-01-14,74,No,0,0
D30067,T094,2023-09-11,428,No,0,0
D30068,T094,2023-03-03,641,No,0,0
D30069,T094,2024-09-20,1456,No,0,0
D30070,T094,2023-12-17,553,No,0,0
D30071,T094,2023-06-13,777,No,0,0
D30072,T094,2024-01-11,1094,No,0,0
D30073,T094,2024-04-21,485,No,0,0
D30074,T094,2023-03-22,427,No,0,0
D30075,T094,2024-09-20,460,No,0,0
D30076,T094,2023-08-11,491,No,0,0
D30077,T094,2023-10-09,339,No,0,0
D30078,T094,2024-11-23,611,No,0,0
D30079,T094,2024-07-26,1309,No,0,0
D30080,T094,2023-09-05,378,No,0,0
D30081,T094,2024-12-23,1161,No,0,0
D30082,T094,2024-05-15,224,No,0,0
D30083,T094,2024-02-26,701,No,0,0
D30084,T094,2024-07-30,293,No,0,0
D30085,T094,2023-01-05,592,No,0,0
D30086,T094,2023-01-12,964,No,0,0
D30087,T094,2023-09-29,1288,No,0,0
D30088,T094,2024-10-11,524,No,0,0
D30089,T094,2023-04-23,1301,No,0,0
D30090,T094,2024-02-06,216,No,0,0
D30091,T094,2024-03-19,883,No,0,0
D30092,T094,2024-01-27,1083,No,0,0
D30093,T094,2024-05-26,317,No,0,0
D30094,T094,2024-03-04,1106,No,0,0
D30095,T094,2023-02-15,452,No,0,0
D30096,T094,2023-01-18,175,No,0,0
D30097,T094,2023-10-20,236,Yes,20,3790
D30098,T094,2024-12-23,993,No,0,0
D30099,T094,2023-07-03,939,No,0,0
D30100,T094,2024-04-24,419,No,0,0
D30101,T094,2023-06-18,373,No,0,0
D30102,T094,2024-11-11,1053,No,0,0
D30103,T094,2024-04-08,389,No,0,0
D30104,T094,2023-09-21,1013,No,0,0
D30105,T094,2024-12-14,1357,No,0,0
D30106,T094,2024-01-26,1265,No,0,0
D30107,T094,2023-11-01,896,No,0,0
D30108,T094,2024-01-12,368,No,0,0
D30109,T094,2023-08-23,1034,No,0,0
D30110,T094,2023-11-02,405,No,0,0
D30111,T094,2024-05-17,1311,No,0,0
D30112,T094,2023-09-26,294,No,0,0
D30113,T094,2023-05-04,181,Yes,13,4527
D30114,T094,2024-10-13,790,No,0,0
D30115,T094,2024-06-30,690,Yes,19,1284
D30116,T094,2024-02-17,1332,No,0,0
D30117,T094,2024-11-06,714,No,0,0
D30118,T094,2023-11-29,1401,No,0,0
D30119,T094,2023-06-17,426,No,0,0
D30120,T094,2024-12-07,242,No,0,0
D30121,T094,2024-01-04,874,No,0,0
D30122,T094,2024-05-24,1077,No,0,0
D30123,T094,2024-11-25,1263,No,0,0
D30124,T094,2024-02-24,806,No,0,0
D30125,T094,2023-09-11,967,No,0,0
D30126,T094,2023-07-21,497,No,0,0
D30127,T094,2024-04-09,527,No,0,0
D30128,T094,2023-04-18,851,No,0,0
D30129,T094,2024-05-29,464,No,0,0
D30130,T094,2024-05-03,1453,Yes,6,935
D30131,T094,2023-03-03,749,No,0,0
D30132,T094,2024-10-25,332,No,0,0
D30133,T094,2024-10-16,765,No,0,0
D30134,T094,2023-10-20,696,No,0,0
D30135,T094,2024-02-29,1362,Yes,11,2828
D30136,T094,2023-03-27,424,No,0,0
D30137,T094,2024-08-26,1118,Yes,2,73
D30138,T094,2023-12-17,215,No,0,0
D30139,T094,2024-04-24,54,No,0,0
D30140,T094,2023-09-15,413,No,0,0
D30141,T094,2023-07-04,852,No,0,0
D30142,T094,2023-05-11,1050,No,0,0
D30143,T094,2023-09-08,156,No,0,0
D30144,T094,2024-05-26,351,No,0,0
D30145,T094,2024-01-16,609,No,0,0
D30146,T094,2023-06-07,1324,No,0,0
D30147,T094,2024-10-15,800,No,0,0
D30148,T094,2024-12-09,628,No,0,0
D30149,T094,2024-03-24,246,No,0,0
D30150,T094,2024-11-22,668,No,0,0
D30151,T094,2023-02-20,651,No,0,0
D30152,T094,2023-07-30,1286,No,0,0
D30153,T094,2023-03-24,65,No,0,0
D30154,T094,2023-12-29,890,No,0,0
D30155,T094,2024-02-07,192,No,0,0
D30156,T094,2023-10-05,813,No,0,0
D30157,T094,2024-06-23,63,No,0,0
D30158,T094,2024-01-05,1272,No,0,0
D30159,T094,2023-12-31,1345,No,0,0
D30160,T094,2023-04-24,365,No,0,0
D30161,T094,2023-10-12,305,No,0,0
D30162,T094,2023-07-03,380,No,0,0
D30163,T094,2024-04-26,122,No,0,0
D30164,T094,2023-08-05,1323,No,0,0
D30165,T094,2023-05-02,1294,No,0,0
D30166,T094,2023-10-19,1142,No,0,0
D30167,T094,2023-02-26,383,No,0,0
D30168,T094,2024-03-23,229,No,0,0
D30169,T094,2024-09-04,379,No,0,0
D30170,T094,2024-12-25,710,No,0,0
D30171,T094,2024-08-04,912,No,0,0
D30172,T094,2023-06-08,1086,No,0,0
D30173,T094,2024-06-13,649,No,0,0
D30174,T094,2024-01-22,1475,No,0,0
D30175,T094,2023-07-01,1221,No,0,0
D30176,T094,2024-10-03,855,No,0,0
D30177,T094,2023-11-28,256,No,0,0
D30178,T094,2023-07-24,606,Yes,20,2969
D30179,T095,2024-06-11,843,No,0,0
D30180,T095,2024-02-13,1132,No,0,0
D30181,T095,2024-10-26,570,No,0,0
D30182,T095,2024-01-04,852,No,0,0
D30183,T095,2023-12-08,447,No,0,0
D30184,T095,2024-08-08,856,Yes,16,1617
D30185,T095,2024-05-06,1305,No,0,0
D30186,T095,2023-03-03,793,No,0,0
D30187,T095,2024-04-29,811,No,0,0
D30188,T095,2024-11-27,547,No,0,0
D30189,T095,2023-01-07,373,No,0,0
D30190,T095,2023-12-18,1138,No,0,0
D30191,T095,2023-12-15,632,No,0,0
D30192,T095,2024-09-14,182,No,0,0
D30193,T095,2024-12-13,833,No,0,0
D30194,T095,2024-04-11,505,No,0,0
D30195,T095,2024-04-08,355,No,0,0
D30196,T095,2024-03-29,429,No,0,0
D30197,T095,2023-02-04,1356,No,0,0
D30198,T095,2024-07-15,195,No,0,0
D30199,T095,2023-04-06,1039,No,0,0
D30200,T095,2023-02-01,937,No,0,0
D30201,T095,2024-08-29,1066,No,0,0
D30202,T095,2024-02-03,297,No,0,0
D30203,T095,2023-10-15,461,No,0,0
D30204,T095,2024-07-22,432,No,0,0
D30205,T095,2024-12-13,526,No,0,0
D30206,T095,2024-08-03,946,No,0,0
D30207,T095,2024-01-14,1125,Yes,14,1696
D30208,T095,2024-07-19,1043,No,0,0
D30209,T095,2023-07-22,973,No,0,0
D30210,T095,2024-09-16,764,No,0,0
D30211,T095,2024-02-20,1333,No,0,0
D30212,T095,2024-05-20,1431,No,0,0
D30213,T095,2023-05-12,1286,No,0,0
D30214,T095,2024-02-03,1017,No,0,0
D30215,T095,2023-01-08,1378,Yes,3,367
D30216,T095,2023-09-02,159,No,0,0
D30217,T095,2023-01-11,1195,No,0,0
D30218,T095,2024-08-12,733,No,0,0
D30219,T095,2023-11-06,672,Yes,9,3498
D30220,T095,2023-07-08,1218,No,0,0
D30221,T095,2024-07-22,1101,No,0,0
D30222,T095,2023-03-29,1091,No,0,0
D30223,T095,2023-04-06,117,No,0,0
D30224,T095,2024-08-15,1093,No,0,0
D30225,T095,2023-10-01,752,No,0,0
D30226,T095,2023-01-09,225,Yes,15,4240
D30227,T095,2023-12-11,328,No,0,0
D30228,T095,2024-03-16,372,No,0,0
D30229,T095,2024-07-23,345,Yes,8,3908
D30230,T095,2024-04-18,1173,No,0,0
D30231,T095,2023-01-01,784,No,0,0
D30232,T095,2023-12-17,1334,No,0,0
D30233,T095,2023-11-07,367,No,0,0
D30234,T095,2023-11-09,559,No,0,0
D30235,T095,2024-05-10,1196,No,0,0
D30236,T095,2023-10-18,1234,No,0,0
D30237,T095,2023-05-10,627,No,0,0
D30238,T095,2024-05-03,345,Yes,10,4501
D30239,T095,2024-04-29,500,Yes,9,2292
D30240,T095,2023-10-12,1148,No,0,0
D30241,T095,2024-12-04,1468,No,0,0
D30242,T095,2024-08-24,231,Yes,5,230
D30243,T095,2023-09-06,1058,Yes,14,4864
D30244,T095,2023-05-11,438,No,0,0
D30245,T095,2024-12-09,799,Yes,15,1568
D30246,T095,2023-05-24,1125,No,0,0
D30247,T095,2024-01-21,1092,Yes,10,3807
D30248,T095,2023-02-16,222,No,0,0
D30249,T095,2024-12-16,747,No,0,0
D30250,T095,2024-04-20,320,No,0,0
D30251,T095,2024-01-28,1025,No,0,0
D30252,T095,2024-07-21,1415,No,0,0
D30253,T095,2023-04-29,685,No,0,0
D30254,T095,2024-09-26,864,No,0,0
D30255,T095,2023-07-08,1144,No,0,0
D30256,T095,2024-06-15,198,No,0,0
D30257,T095,2023-09-13,1247,No,0,0
D30258,T095,2023-12-04,1484,No,0,0
D30259,T095,2024-12-01,544,No,0,0
D30260,T095,2024-11-13,1124,No,0,0
D30261,T095,2023-11-10,1045,No,0,0
D30262,T095,2024-01-23,1032,Yes,3,118
D30263,T095,2023-06-02,1407,No,0,0
D30264,T095,2023-02-03,146,No,0,0
D30265,T095,2023-05-15,392,No,0,0
D30266,T095,2023-09-22,801,No,0,0
D30267,T095,2023-06-02,168,Yes,18,3083
D30268,T095,2024-05-05,834,No,0,0
D30269,T095,2023-11-24,946,No,0,0
D30270,T095,2024-09-02,1095,No,0,0
D30271,T095,2023-11-02,1044,No,0,0
D30272,T095,2024-11-19,827,No,0,0
D30273,T095,2024-07-18,81,No,0,0
D30274,T095,2024-09-11,1431,Yes,1,0
D30275,T095,2023-11-08,349,No,0,0
D30276,T095,2024-09-28,1036,No,0,0
D30277,T095,2024-12-21,521,Yes,5,954
D30278,T095,2024-05-17,119,No,0,0
D30279,T095,2023-10-25,777,No,0,0
D30280,T095,2024-09-02,629,Yes,19,3342
D30281,T095,2023-04-04,156,No,0,0
D30282,T095,2023-08-20,1212,No,0,0
D30283,T095,2024-11-25,1085,No,0,0
D30284,T095,2024-12-15,556,No,0,0
D30285,T095,2024-03-21,871,No,0,0
D30286,T095,2023-01-12,165,No,0,0
D30287,T095,2024-12-26,648,No,0,0
D30288,T095,2023-12-07,644,No,0,0
D30289,T095,2024-11-15,1080,No,0,0
D30290,T095,2023-07-29,986,No,0,0
D30291,T095,2023-09-02,821,No,0,0
D30292,T095,2023-01-10,1107,No,0,0
D30293,T095,2024-08-24,641,No,0,0
D30294,T095,2023-02-28,819,No,0,0
D30295,T095,2024-08-23,427,No,0,0
D30296,T095,2023-11-08,757,No,0,0
D30297,T095,2024-04-29,471,No,0,0
D30298,T095,2024-03-02,231,No,0,0
D30299,T095,2024-06-04,624,No,0,0
D30300,T095,2023-11-27,961,No,0,0
D30301,T095,2023-12-28,345,Yes,2,51
D30302,T095,2023-11-24,1353,No,0,0
D30303,T095,2023-02-23,732,No,0,0
D30304,T095,2024-05-16,642,Yes,12,1776
D30305,T095,2023-12-17,604,No,0,0
D30306,T095,2023-04-16,424,No,0,0
D30307,T095,2024-11-11,1284,No,0,0
D30308,T095,2023-10-20,1032,No,0,0
D30309,T095,2023-07-03,428,No,0,0
D30310,T095,2024-02-28,1486,No,0,0
D30311,T095,2024-10-29,1407,No,0,0
D30312,T095,2023-04-06,160,No,0,0
D30313,T095,2024-05-13,1024,No,0,0
D30314,T095,2023-11-07,1094,No,0,0
D30315,T095,2024-08-20,999,No,0,0
D30316,T095,2023-06-07,840,No,0,0
D30317,T095,2023-02-20,690,No,0,0
D30318,T095,2023-11-17,1117,Yes,16,1332
D30319,T095,2023-03-28,1317,No,0,0
D30320,T095,2024-10-29,195,No,0,0
D30321,T095,2023-09-15,965,No,0,0
D30322,T095,2024-10-23,1024,No,0,0
D30323,T095,2023-11-06,408,No,0,0
D30324,T095,2024-03-05,258,No,0,0
D30325,T095,2024-06-23,290,No,0,0
D30326,T095,2023-06-14,257,No,0,0
D30327,T095,2023-11-09,1226,No,0,0
D30328,T095,2023-12-07,222,No,0,0
D30329,T095,2023-02-04,142,No,0,0
D30330,T095,2023-08-16,893,Yes,18,1938
D30331,T095,2023-01-04,1177,No,0,0
D30332,T095,2024-05-04,817,No,0,0
D30333,T095,2023-12-12,1400,No,0,0
D30334,T095,2024-08-07,354,No,0,0
D30335,T095,2024-12-25,845,No,0,0
D30336,T095,2024-07-12,1145,No,0,0
D30337,T095,2024-06-24,1339,No,0,0
D30338,T095,2023-12-14,1421,No,0,0
D30339,T095,2023-02-25,696,Yes,18,2873
D30340,T095,2023-01-26,719,Yes,3,79
D30341,T095,2023-09-25,193,No,0,0
D30342,T095,2023-01-31,156,No,0,0
D30343,T095,2023-08-03,101,No,0,0
D30344,T095,2024-08-31,94,No,0,0
D30345,T095,2024-01-30,1153,No,0,0
D30346,T095,2024-03-24,270,No,0,0
D30347,T095,2024-05-20,544,Yes,3,310
D30348,T095,2024-05-09,1042,No,0,0
D30349,T095,2023-05-15,113,No,0,0
D30350,T095,2024-06-11,1301,No,0,0
D30351,T095,2024-07-11,818,Yes,5,1100
D30352,T095,2023-06-15,1224,No,0,0
D30353,T095,2024-11-06,1343,No,0,0
D30354,T095,2023-02-03,609,No,0,0
D30355,T095,2024-06-13,810,No,0,0
D30356,T095,2023-05-17,1247,No,0,0
D30357,T095,2024-04-11,840,No,0,0
D30358,T095,2024-11-05,113,Yes,13,3662
D30359,T095,2023-04-29,922,No,0,0
D30360,T095,2024-09-09,1307,No,0,0
D30361,T095,2023-12-16,721,No,0,0
D30362,T095,2024-09-27,1481,No,0,0
D30363,T095,2024-09-25,160,No,0,0
D30364,T095,2023-02-15,947,No,0,0
D30365,T095,2024-12-11,696,No,0,0
D30366,T095,2023-01-20,309,No,0,0
D30367,T095,2024-01-20,1477,No,0,0
D30368,T095,2024-10-28,1242,No,0,0
D30369,T095,2024-02-15,1292,No,0,0
D30370,T095,2023-02-07,494,No,0,0
D30371,T095,2024-03-04,61,Yes,17,4044
D30372,T095,2024-07-09,135,No,0,0
D30373,T095,2024-12-03,986,No,0,0
D30374,T095,2023-04-15,1086,No,0,0
D30375,T095,2024-11-13,632,No,0,0
D30376,T095,2023-10-20,247,No,0,0
D30377,T095,2023-12-03,122,No,0,0
D30378,T095,2024-08-30,946,No,0,0
D30379,T095,2024-10-03,543,No,0,0
D30380,T095,2023-07-23,927,No,0,0
D30381,T095,2024-11-07,212,No,0,0
D30382,T095,2023-11-21,1077,No,0,0
D30383,T095,2024-09-22,515,No,0,0
D30384,T095,2024-08-14,876,Yes,2,354
D30385,T095,2023-12-11,719,No,0,0
D30386,T095,2024-06-13,494,No,0,0
D30387,T095,2024-03-18,178,No,0,0
D30388,T095,2023-03-10,167,No,0,0
D30389,T095,2023-09-26,614,No,0,0
D30390,T095,2024-09-29,159,No,0,0
D30391,T095,2023-10-24,1020,No,0,0
D30392,T095,2024-12-22,1447,No,0,0
D30393,T095,2024-12-24,1472,No,0,0
D30394,T095,2024-09-15,1118,No,0,0
D30395,T095,2023-09-03,810,No,0,0
D30396,T095,2024-01-30,766,No,0,0
D30397,T095,2024-02-06,1446,No,0,0
D30398,T095,2024-04-30,875,No,0,0
D30399,T095,2023-01-17,1425,No,0,0
D30400,T095,2024-06-04,514,No,0,0
D30401,T095,2024-12-04,1450,No,0,0
D30402,T095,2023-10-01,359,No,0,0
D30403,T095,2024-05-28,1020,No,0,0
D30404,T095,2024-07-04,647,No,0,0
D30405,T095,2023-02-19,107,No,0,0
D30406,T095,2023-09-26,1193,Yes,6,780
D30407,T095,2023-04-14,614,No,0,0
D30408,T095,2023-07-06,1429,No,0,0
D30409,T095,2024-02-03,717,No,0,0
D30410,T095,2023-01-28,1217,No,0,0
D30411,T095,2024-12-21,607,No,0,0
D30412,T095,2024-08-01,452,No,0,0
D30413,T095,2024-07-22,231,No,0,0
D30414,T095,2024-04-05,1476,No,0,0
D30415,T095,2024-01-07,732,No,0,0
D30416,T095,2024-10-20,1308,No,0,0
D30417,T095,2024-08-25,277,No,0,0
D30418,T095,2024-08-29,70,No,0,0
D30419,T095,2023-05-09,1073,No,0,0
D30420,T095,2024-10-27,729,No,0,0
D30421,T095,2023-01-01,900,No,0,0
D30422,T095,2023-06-07,1376,No,0,0
D30423,T095,2024-10-08,990,No,0,0
D30424,T095,2024-05-23,133,Yes,14,1637
D30425,T095,2023-11-06,420,No,0,0
D30426,T095,2024-06-25,450,No,0,0
D30427,T095,2023-05-24,906,No,0,0
D30428,T095,2024-06-03,1428,No,0,0
D30429,T095,2024-11-14,1427,No,0,0
D30430,T095,2023-10-08,589,No,0,0
D30431,T095,2023-02-20,966,No,0,0
D30432,T095,2024-07-07,647,No,0,0
D30433,T095,2024-08-29,663,No,0,0
D30434,T095,2024-09-01,830,No,0,0
D30435,T095,2024-05-30,769,No,0,0
D30436,T095,2024-07-16,666,No,0,0
D30437,T095,2023-11-10,1114,No,0,0
D30438,T095,2024-08-26,565,No,0,0
D30439,T095,2024-04-17,785,No,0,0
D30440,T095,2023-08-26,1051,Yes,3,211
D30441,T095,2023-12-24,709,No,0,0
D30442,T095,2023-09-06,1155,Yes,2,80
D30443,T095,2024-06-28,1270,No,0,0
D30444,T095,2023-12-21,898,No,0,0
D30445,T095,2023-02-02,1242,No,0,0
D30446,T095,2024-04-05,613,Yes,15,2899
D30447,T095,2024-08-07,690,No,0,0
D30448,T095,2024-05-10,1189,No,0,0
D30449,T095,2024-11-28,1399,No,0,0
D30450,T095,2024-07-16,1389,No,0,0
D30451,T095,2023-01-17,994,No,0,0
D30452,T095,2023-04-05,1362,No,0,0
D30453,T095,2023-01-22,394,No,0,0
D30454,T095,2024-08-14,130,No,0,0
D30455,T095,2023-12-27,80,No,0,0
D30456,T095,2024-09-19,519,No,0,0
D30457,T095,2023-12-26,157,No,0,0
D30458,T095,2024-04-29,126,No,0,0
D30459,T095,2024-09-26,71,No,0,0
D30460,T095,2024-08-06,429,No,0,0
D30461,T095,2023-04-25,575,No,0,0
D30462,T095,2023-12-26,1331,No,0,0
D30463,T095,2024-09-28,258,No,0,0
D30464,T095,2023-11-08,1147,No,0,0
D30465,T095,2024-03-14,1064,No,0,0
D30466,T095,2024-01-31,665,No,0,0
D30467,T095,2023-05-28,861,No,0,0
D30468,T095,2023-02-11,1355,No,0,0
D30469,T095,2024-07-14,707,No,0,0
D30470,T095,2024-04-02,248,No,0,0
D30471,T095,2024-01-30,537,No,0,0
D30472,T095,2023-11-09,903,No,0,0
D30473,T095,2024-07-03,398,No,0,0
D30474,T095,2023-01-17,765,No,0,0
D30475,T095,2023-10-22,1477,No,0,0
D30476,T095,2023-08-06,986,No,0,0
D30477,T095,2024-12-26,1297,No,0,0
D30478,T095,2024-05-05,1440,No,0,0
D30479,T095,2023-01-22,1118,Yes,5,1118
D30480,T095,2023-06-13,666,No,0,0
D30481,T095,2023-01-04,981,No,0,0
D30482,T095,2024-03-02,410,No,0,0
D30483,T095,2024-06-26,1322,No,0,0
D30484,T095,2024-12-22,359,No,0,0
D30485,T095,2024-01-17,1310,No,0,0
D30486,T095,2023-02-06,199,No,0,0
D30487,T095,2023-07-29,874,No,0,0
D30488,T095,2024-10-22,881,No,0,0
D30489,T095,2024-11-19,1495,Yes,14,3892
D30490,T095,2023-01-16,663,No,0,0
D30491,T095,2023-12-13,916,No,0,0
D30492,T095,2024-10-01,1395,No,0,0
D30493,T095,2024-03-08,1408,No,0,0
D30494,T095,2023-11-22,160,No,0,0
D30495,T095,2024-10-20,58,No,0,0
D30496,T095,2024-07-11,823,No,0,0
D30497,T095,2024-11-08,912,No,0,0
D30498,T095,2023-11-10,1317,Yes,18,3489
D30499,T095,2023-06-13,497,No,0,0
D30500,T095,2023-02-05,799,No,0,0
D30501,T095,2024-06-03,809,No,0,0
D30502,T095,2024-01-05,696,No,0,0
D30503,T095,2023-05-31,1155,No,0,0
D30504,T095,2023-05-27,835,No,0,0
D30505,T095,2023-02-05,412,No,0,0
D30506,T095,2024-07-14,701,No,0,0
D30507,T095,2024-12-24,794,No,0,0
D30508,T095,2024-03-27,1150,No,0,0
D30509,T095,2023-02-02,1169,No,0,0
D30510,T095,2024-02-13,158,No,0,0
D30511,T095,2023-11-27,960,No,0,0
D30512,T095,2024-06-10,265,No,0,0
D30513,T095,2024-01-22,571,No,0,0
D30514,T095,2023-09-03,1451,No,0,0
D30515,T095,2024-12-16,586,No,0,0
D30516,T095,2024-10-19,287,No,0,0
D30517,T095,2024-07-01,185,No,0,0
D30518,T095,2023-02-27,1476,Yes,8,3489
D30519,T095,2024-03-20,618,No,0,0
D30520,T095,2023-07-19,897,No,0,0
D30521,T095,2023-08-01,656,No,0,0
D30522,T095,2024-02-17,708,No,0,0
D30523,T095,2023-04-22,281,No,0,0
D30524,T095,2023-02-08,962,Yes,17,3238
D30525,T095,2024-02-07,508,No,0,0
D30526,T095,2024-01-30,655,No,0,0
D30527,T095,2024-08-26,266,No,0,0
D30528,T095,2023-09-30,52,No,0,0
D30529,T095,2024-11-20,811,No,0,0
D30530,T095,2023-01-10,202,No,0,0
D30531,T095,2023-07-28,1389,No,0,0
D30532,T095,2023-04-09,1132,No,0,0
D30533,T095,2023-09-15,831,No,0,0
D30534,T095,2023-12-24,541,No,0,0
D30535,T095,2024-01-05,440,No,0,0
D30536,T095,2024-03-08,1206,No,0,0
D30537,T095,2023-05-05,711,No,0,0
