Fuel_ID,Truck_ID,Date,Litres_Consumed,Distance_Covered_KM,Fuel_Efficiency_KMPL
F04817,T094,2024-04-04,1872,5016,2.68
F04818,T094,2023-03-26,1436,3848,2.68
F04819,T094,2023-03-15,2231,5980,2.68
F04820,T094,2023-03-02,1280,3430,2.68
F04821,T094,2023-06-07,1470,3939,2.68
F04822,T094,2023-06-02,2340,6271,2.68
F04823,T094,2023-06-01,2166,5804,2.68
F04824,T095,2024-06-08,1132,3352,2.96
F04825,T095,2024-06-12,1174,3474,2.96
F04826,T095,2024-06-19,1405,4160,2.96
F04827,T095,2024-02-20,1216,3600,2.96
F04828,T095,2024-02-19,912,2700,2.96
F04829,T095,2024-02-15,1419,4200,2.96
F04830,T095,2024-10-05,1245,3685,2.96
F04831,T095,2024-10-20,886,2622,2.96
F04832,T095,2024-10-01,1508,4464,2.96
F04833,T095,2024-01-26,1737,5141,2.96
F04834,T095,2024-01-25,1428,4228,2.96
F04835,T095,2024-01-06,1136,3363,2.96
F04836,T095,2023-12-16,1140,3374,2.96
F04837,T095,2023-12-06,1999,5917,2.96
F04838,T095,2023-12-02,1733,5131,2.96
F04839,T095,2023-12-12,1936,5732,2.96
F04840,T095,2024-08-23,1754,5191,2.96
F04841,T095,2024-08-13,1832,5423,2.96
F04842,T095,2024-08-04,1409,4172,2.96
F04843,T095,2024-05-09,1775,5255,2.96
F04844,T095,2024-05-10,2166,6412,2.96
F04845,T095,2024-05-06,1332,3942,2.96
F04846,T095,2023-03-17,852,2521,2.96
F04847,T095,2023-03-07,618,1830,2.96
F04848,T095,2023-03-15,735,2175,2.96
F04849,T095,2024-04-02,1517,4490,2.96
F04850,T095,2024-04-20,1283,3797,2.96
F04851,T095,2024-04-24,925,2738,2.96
F04852,T095,2024-11-15,2351,6960,2.96
F04853,T095,2024-11-16,2332,6904,2.96
F04854,T095,2024-11-18,1896,5613,2.96
F04855,T095,2023-01-23,2581,7641,2.96
F04856,T095,2023-01-25,2005,5936,2.96
F04857,T095,2023-01-05,2155,6378,2.96
F04858,T095,2024-09-14,1516,4487,2.96
F04859,T095,2024-09-04,1229,3639,2.96
F04860,T095,2024-09-24,1263,3739,2.96
F04861,T095,2024-12-24,1683,4983,2.96
F04862,T095,2024-12-08,2361,6988,2.96
F04863,T095,2024-12-08,1704,5043,2.96
F04864,T095,2024-03-13,855,2532,2.96
F04865,T095,2024-03-01,1015,3005,2.96
F04866,T095,2024-03-03,1141,3376,2.96
F04867,T095,2023-02-05,1792,5304,2.96
F04868,T095,2023-02-13,1502,4446,2.96
F04869,T095,2023-02-23,1570,4648,2.96
F04870,T095,2023-02-20,1297,3839,2.96
F04871,T095,2024-07-15,1822,5393,2.96
F04872,T095,2024-07-12,1616,4783,2.96
F04873,T095,2024-07-22,1774,5252,2.96
F04874,T095,2023-04-05,1363,4035,2.96
F04875,T095,2023-04-19,1598,4729,2.96
F04876,T095,2023-04-15,1451,4295,2.96
F04877,T095,2023-10-19,879,2601,2.96
F04878,T095,2023-10-10,1081,3199,2.96
F04879,T095,2023-10-25,1342,3972,2.96
F04880,T095,2023-07-24,1630,4825,2.96
F04881,T095,2023-07-15,1184,3505,2.96
F04882,T095,2023-07-26,1307,3869,2.96
F04883,T095,2023-05-18,1104,3267,2.96
F04884,T095,2023-05-17,1225,3626,2.96
F04885,T095,2023-05-04,1479,4379,2.96
F04886,T095,2023-09-04,1239,3667,2.96
F04887,T095,2023-09-02,1064,3149,2.96
F04888,T095,2023-09-11,1428,4228,2.96
F04889,T095,2023-11-17,1647,4875,2.96
F04890,T095,2023-11-14,1722,5097,2.96
F04891,T095,2023-11-05,1497,4432,2.96
F04892,T095,2023-11-09,1965,5817,2.96
F04893,T095,2023-06-17,879,2601,2.96
F04894,T095,2023-06-27,800,2368,2.96
F04895,T095,2023-06-09,1205,3568,2.96
F04896,T095,2023-08-26,833,2465,2.96
F04897,T095,2023-08-13,1124,3326,2.96
F04898,T095,2023-08-16,843,2495,2.96
F04899,T096,2023-02-03,1816,5975,3.29
F04900,T096,2023-02-27,1528,5026,3.29
F04901,T096,2023-02-27,1578,5193,3.29
F04902,T096,2023-02-14,1799,5919,3.29
F04903,T096,2024-01-06,1942,6389,3.29
F04904,T096,2024-01-16,1626,5349,3.29
F04905,T096,2024-01-05,1761,5795,3.29
F04906,T096,2024-01-16,1550,5101,3.29
F04907,T096,2024-12-04,1157,3806,3.29
F04908,T096,2024-12-25,1285,4228,3.29
F04909,T096,2024-12-01,1619,5328,3.29
F04910,T096,2023-10-01,2303,7576,3.29
F04911,T096,2023-10-26,2303,7576,3.29
F04912,T096,2023-10-05,2141,7043,3.29
F04913,T096,2023-04-21,1398,4598,3.29
F04914,T096,2023-04-04,1146,3769,3.29
F04915,T096,2023-04-10,1410,4639,3.29
F04916,T096,2023-04-09,995,3272,3.29
F04917,T096,2024-03-15,1899,6248,3.29
F04918,T096,2024-03-16,1671,5499,3.29
F04919,T096,2024-03-13,2241,7373,3.29
F04920,T096,2024-09-20,1086,3574,3.29
F04921,T096,2024-09-07,1844,6067,3.29
F04922,T096,2024-09-14,1215,3998,3.29
F04923,T096,2024-09-18,1387,4562,3.29
F04924,T096,2024-07-06,1002,3295,3.29
F04925,T096,2024-07-25,1041,3426,3.29
F04926,T096,2024-06-30,912,3002,3.29
F04927,T096,2024-02-22,1816,5976,3.29
F04928,T096,2024-02-06,2240,7369,3.29
F04929,T096,2024-02-04,1376,4526,3.29
F04930,T096,2024-02-12,1481,4874,3.29
F04931,T096,2024-08-04,1863,6130,3.29
F04932,T096,2024-08-03,1756,5776,3.29
F04933,T096,2024-08-22,1523,5010,3.29
F04934,T096,2024-08-12,2132,7014,3.29
F04935,T096,2023-09-10,1534,5046,3.29
F04936,T096,2023-08-31,1673,5504,3.29
F04937,T096,2023-09-06,1912,6291,3.29
F04938,T096,2023-12-24,1265,4163,3.29
F04939,T096,2023-12-19,1028,3383,3.29
F04940,T096,2023-12-03,1542,5074,3.29
F04941,T096,2023-12-25,1094,3600,3.29
F04942,T096,2024-05-08,2338,7692,3.29
F04943,T096,2024-05-23,1810,5955,3.29
F04944,T096,2024-05-12,2338,7692,3.29
F04945,T096,2023-01-02,1939,6378,3.29
F04946,T096,2023-01-07,1592,5237,3.29
F04947,T096,2023-01-27,1878,6177,3.29
F04948,T096,2024-04-18,1099,3615,3.29
F04949,T096,2024-04-12,1190,3916,3.29
F04950,T096,2024-04-16,804,2644,3.29
F04951,T096,2023-03-08,1138,3745,3.29
F04952,T096,2023-03-24,1412,4645,3.29
F04953,T096,2023-03-21,1354,4456,3.29
F04954,T096,2023-03-22,1066,3508,3.29
F04955,T096,2023-07-03,1290,4245,3.29
F04956,T096,2023-07-07,1137,3740,3.29
F04957,T096,2023-07-17,1380,4539,3.29
F04958,T096,2023-07-12,1609,5295,3.29
F04959,T096,2023-05-08,1287,4234,3.29
F04960,T096,2023-05-14,1161,3820,3.29
F04961,T096,2023-05-08,1161,3820,3.29
F04962,T096,2023-08-18,996,3278,3.29
F04963,T096,2023-08-17,1166,3837,3.29
F04964,T096,2023-08-14,1215,3997,3.29
F04965,T096,2024-06-14,1652,5434,3.29
F04966,T096,2024-06-08,1442,4744,3.29
F04967,T096,2024-06-14,1612,5305,3.29
F04968,T096,2024-10-07,1761,5794,3.29
F04969,T096,2024-10-19,1180,3881,3.29
F04970,T096,2024-10-15,1296,4263,3.29
F04971,T096,2023-11-23,1903,6260,3.29
F04972,T096,2023-11-10,1537,5058,3.29
F04973,T096,2023-11-23,1507,4958,3.29
F04974,T096,2023-11-02,1872,6160,3.29
F04975,T096,2024-11-06,1093,3596,3.29
F04976,T096,2024-11-03,1178,3876,3.29
F04977,T096,2024-11-04,1576,5184,3.29
F04978,T096,2023-06-10,1986,6533,3.29
F04979,T096,2023-06-05,1617,5319,3.29
F04980,T096,2023-06-20,1634,5377,3.29
F04981,T097,2023-08-15,1886,5413,2.87
F04982,T097,2023-08-05,2176,6246,2.87
F04983,T097,2023-08-08,1686,4840,2.87
F04984,T097,2023-08-13,2013,5777,2.87
F04985,T097,2024-04-25,937,2690,2.87
F04986,T097,2024-04-07,1033,2966,2.87
F04987,T097,2024-04-07,1526,4381,2.87
F04988,T097,2023-07-18,1691,4854,2.87
F04989,T097,2023-07-22,1640,4708,2.87
F04990,T097,2023-07-22,1370,3932,2.87
F04991,T097,2024-08-25,1876,5384,2.87
F04992,T097,2024-08-10,1416,4063,2.87
F04993,T097,2024-08-19,1982,5688,2.87
F04994,T097,2023-04-11,939,2695,2.87
F04995,T097,2023-04-09,692,1985,2.87
F04996,T097,2023-04-21,1050,3014,2.87
F04997,T097,2023-01-31,1395,4003,2.87
F04998,T097,2023-02-21,875,2510,2.87
F04999,T097,2023-02-24,1162,3336,2.87
F05000,T097,2023-05-26,2562,7353,2.87
F05001,T097,2023-05-16,1679,4818,2.87
F05002,T097,2023-05-09,1656,4754,2.87
F05003,T097,2024-01-01,1048,3007,2.87
F05004,T097,2024-01-04,1742,4999,2.87
F05005,T097,2024-01-27,1483,4257,2.87
F05006,T097,2023-11-20,2624,7530,2.87
F05007,T097,2023-11-10,1788,5131,2.87
F05008,T097,2023-11-05,2763,7930,2.87
F05009,T097,2024-05-22,1614,4632,2.87
F05010,T097,2024-05-09,2110,6057,2.87
F05011,T097,2024-05-06,2317,6651,2.87
F05012,T097,2024-11-30,1079,3098,2.87
F05013,T097,2024-12-11,1371,3935,2.87
F05014,T097,2024-12-04,1765,5066,2.87
F05015,T097,2024-10-06,2774,7961,2.87
F05016,T097,2024-10-23,2683,7700,2.87
F05017,T097,2024-10-13,2433,6982,2.87
F05018,T097,2023-10-18,1576,4524,2.87
F05019,T097,2023-10-03,2797,8028,2.87
F05020,T097,2023-10-09,2264,6499,2.87
F05021,T097,2023-06-18,1767,5070,2.87
F05022,T097,2023-06-05,1820,5222,2.87
F05023,T097,2023-06-04,1802,5171,2.87
F05024,T097,2023-12-24,2048,5878,2.87
F05025,T097,2023-12-24,2048,5878,2.87
F05026,T097,2023-11-30,2318,6653,2.87
F05027,T097,2023-09-23,724,2079,2.87
F05028,T097,2023-09-25,982,2818,2.87
F05029,T097,2023-09-18,1201,3447,2.87
F05030,T097,2024-09-08,976,2802,2.87
F05031,T097,2024-09-25,1191,3417,2.87
F05032,T097,2024-09-07,1048,3007,2.87
F05033,T097,2023-03-02,1479,4244,2.87
F05034,T097,2023-03-01,1448,4156,2.87
F05035,T097,2023-03-12,1829,5250,2.87
F05036,T097,2024-07-27,2025,5811,2.87
F05037,T097,2024-07-08,1592,4569,2.87
F05038,T097,2024-07-23,1395,4005,2.87
F05039,T097,2024-06-11,978,2806,2.87
F05040,T097,2024-06-01,929,2667,2.87
F05041,T097,2024-06-15,1243,3568,2.87
F05042,T097,2022-12-31,1605,4607,2.87
F05043,T097,2023-01-21,1635,4693,2.87
F05044,T097,2023-01-24,1890,5425,2.87
F05045,T097,2024-03-07,1864,5351,2.87
F05046,T097,2024-03-22,1482,4252,2.87
F05047,T097,2024-03-13,1215,3488,2.87
F05048,T097,2024-11-24,2083,5979,2.87
F05049,T097,2024-11-02,2001,5742,2.87
F05050,T097,2024-11-18,2661,7637,2.87
F05051,T097,2024-02-14,1824,5235,2.87
F05052,T097,2024-02-03,2304,6612,2.87
F05053,T097,2024-02-17,1997,5731,2.87
F05054,T098,2024-10-03,1651,3797,2.3
F05055,T098,2024-10-13,1594,3667,2.3
F05056,T098,2024-10-06,2345,5393,2.3
F05057,T098,2024-10-04,2232,5134,2.3
F05058,T098,2023-09-19,2099,4827,2.3
F05059,T098,2023-09-15,1717,3950,2.3
F05060,T098,2023-09-11,2313,5321,2.3
F05061,T098,2023-09-09,2099,4827,2.3
F05062,T098,2023-06-10,2249,5172,2.3
F05063,T098,2023-06-03,1578,3629,2.3
F05064,T098,2023-05-31,1617,3720,2.3
F05065,T098,2023-06-02,2229,5127,2.3
F05066,T098,2023-07-03,2403,5528,2.3
F05067,T098,2023-07-02,2583,5941,2.3
F05068,T098,2023-07-07,2471,5683,2.3
F05069,T098,2023-07-15,1685,3875,2.3
F05070,T098,2024-06-05,1606,3693,2.3
F05071,T098,2024-06-09,1726,3970,2.3
F05072,T098,2024-06-26,1967,4524,2.3
F05073,T098,2024-06-20,2067,4754,2.3
F05074,T098,2024-04-11,2898,6666,2.3
F05075,T098,2024-04-08,1940,4461,2.3
F05076,T098,2024-04-25,2163,4974,2.3
F05077,T098,2024-04-07,1761,4051,2.3
F05078,T098,2024-12-15,2107,4845,2.3
F05079,T098,2024-12-15,1676,3854,2.3
F05080,T098,2024-12-27,1700,3909,2.3
F05081,T098,2024-03-24,2052,4720,2.3
F05082,T098,2024-03-10,2273,5229,2.3
F05083,T098,2024-03-04,1448,3331,2.3
F05084,T098,2024-03-26,2193,5043,2.3
F05085,T098,2023-04-24,1335,3071,2.3
F05086,T098,2023-04-20,1776,4085,2.3
F05087,T098,2023-04-22,1680,3863,2.3
F05088,T098,2024-05-09,3337,7674,2.3
F05089,T098,2024-05-21,2095,4818,2.3
F05090,T098,2024-05-27,2509,5770,2.3
F05091,T098,2024-05-23,2664,6127,2.3
F05092,T098,2023-01-11,2182,5018,2.3
F05093,T098,2023-01-16,2084,4793,2.3
F05094,T098,2023-01-06,1839,4229,2.3
F05095,T098,2023-08-27,1533,3526,2.3
F05096,T098,2023-08-17,2403,5528,2.3
F05097,T098,2023-08-09,1873,4309,2.3
F05098,T098,2023-08-08,1722,3961,2.3
F05099,T098,2023-08-21,2214,5093,2.3
F05100,T098,2023-12-04,2313,5319,2.3
F05101,T098,2023-12-10,1890,4347,2.3
F05102,T098,2023-12-07,2785,6406,2.3
F05103,T098,2023-12-06,3133,7207,2.3
F05104,T098,2024-09-02,2215,5094,2.3
F05105,T098,2024-09-23,2693,6194,2.3
F05106,T098,2024-09-02,2643,6078,2.3
F05107,T098,2023-05-22,2347,5398,2.3
F05108,T098,2023-05-02,2588,5953,2.3
F05109,T098,2023-05-19,1601,3683,2.3
F05110,T098,2023-05-19,2698,6205,2.3
F05111,T098,2023-03-16,2892,6652,2.3
F05112,T098,2023-03-23,2978,6849,2.3
F05113,T098,2023-03-26,3550,8166,2.3
F05114,T098,2024-02-22,2155,4957,2.3
F05115,T098,2024-02-27,1203,2767,2.3
F05116,T098,2024-02-05,1971,4534,2.3
F05117,T098,2024-07-21,2147,4937,2.3
F05118,T098,2024-07-03,2357,5422,2.3
F05119,T098,2024-07-11,2147,4937,2.3
F05120,T098,2023-02-22,1339,3079,2.3
F05121,T098,2023-02-12,1339,3079,2.3
F05122,T098,2023-02-13,1486,3417,2.3
F05123,T098,2024-08-09,2700,6210,2.3
F05124,T098,2024-08-10,2921,6718,2.3
F05125,T098,2024-08-08,2577,5928,2.3
F05126,T098,2024-01-11,3363,7734,2.3
F05127,T098,2024-01-10,3335,7670,2.3
F05128,T098,2024-01-21,2606,5994,2.3
F05129,T098,2023-10-19,2124,4886,2.3
F05130,T098,2023-10-23,1988,4572,2.3
F05131,T098,2023-10-05,1890,4348,2.3
F05132,T098,2023-10-24,2300,5290,2.3
F05133,T098,2023-11-17,2787,6409,2.3
F05134,T098,2023-11-10,1865,4289,2.3
F05135,T098,2023-11-18,2479,5702,2.3
F05136,T098,2024-11-25,1867,4295,2.3
F05137,T098,2024-11-14,1990,4577,2.3
F05138,T098,2024-11-22,2801,6442,2.3
F05139,T101,2023-01-20,2012,5573,2.77
F05140,T101,2023-01-02,2290,6344,2.77
F05141,T101,2023-01-03,1798,4980,2.77
F05142,T101,2024-07-05,1656,4587,2.77
F05143,T101,2024-07-18,1770,4902,2.77
F05144,T101,2024-07-11,1867,5172,2.77
F05145,T101,2023-02-11,2089,5787,2.77
F05146,T101,2023-02-25,2049,5675,2.77
F05147,T101,2023-02-02,2109,5843,2.77
F05148,T101,2024-06-17,777,2151,2.77
F05149,T101,2024-06-01,1109,3073,2.77
F05150,T101,2024-06-15,736,2039,2.77
F05151,T101,2023-10-02,1581,4380,2.77
F05152,T101,2023-10-09,1389,3847,2.77
F05153,T101,2023-10-24,1210,3352,2.77
F05154,T101,2024-10-11,2394,6632,2.77
F05155,T101,2024-10-13,2434,6742,2.77
F05156,T101,2024-10-15,2234,6189,2.77
F05157,T101,2024-02-29,1649,4567,2.77
F05158,T101,2024-03-17,2254,6244,2.77
F05159,T101,2024-03-14,1837,5088,2.77
F05160,T101,2024-04-19,1542,4270,2.77
F05161,T101,2024-04-03,1524,4221,2.77
F05162,T101,2024-04-07,1417,3926,2.77
F05163,T101,2023-03-11,1538,4260,2.77
F05164,T101,2023-03-06,1342,3716,2.77
F05165,T101,2023-03-27,1309,3626,2.77
F05166,T101,2024-01-15,1355,3752,2.77
F05167,T101,2024-01-05,1619,4486,2.77
F05168,T101,2024-01-13,1266,3507,2.77
F05169,T101,2023-12-12,2036,5641,2.77
F05170,T101,2023-11-30,1514,4193,2.77
F05171,T101,2023-12-21,1279,3544,2.77
F05172,T101,2024-09-12,1408,3900,2.77
F05173,T101,2024-09-16,1888,5230,2.77
F05174,T101,2024-09-27,1728,4787,2.77
F05175,T101,2023-04-02,1187,3287,2.77
F05176,T101,2023-04-19,1057,2928,2.77
F05177,T101,2023-04-01,1097,3039,2.77
F05178,T101,2024-08-19,1374,3807,2.77
F05179,T101,2024-08-21,1017,2817,2.77
F05180,T101,2024-08-15,1704,4721,2.77
F05181,T101,2023-06-11,1531,4240,2.77
F05182,T101,2023-06-15,1513,4192,2.77
F05183,T101,2023-06-10,1565,4334,2.77
F05184,T101,2024-11-11,1443,3997,2.77
F05185,T101,2024-11-19,1757,4866,2.77
F05186,T101,2024-11-09,1741,4822,2.77
F05187,T101,2024-11-07,1913,5300,2.77
F05188,T101,2024-02-21,646,1789,2.77
F05189,T101,2024-02-11,701,1942,2.77
F05190,T101,2024-02-06,1116,3092,2.77
F05191,T101,2023-09-18,2031,5627,2.77
F05192,T101,2023-09-19,2076,5750,2.77
F05193,T101,2023-09-11,2208,6117,2.77
F05194,T101,2023-08-19,2231,6181,2.77
F05195,T101,2023-08-13,2179,6037,2.77
F05196,T101,2023-08-22,1730,4791,2.77
F05197,T101,2023-05-18,1217,3372,2.77
F05198,T101,2023-05-07,900,2494,2.77
F05199,T101,2023-05-10,768,2126,2.77
F05200,T101,2024-12-01,1417,3925,2.77
F05201,T101,2024-12-19,1229,3405,2.77
F05202,T101,2024-11-30,1246,3452,2.77
F05203,T101,2024-05-08,1642,4549,2.77
F05204,T101,2024-05-05,1185,3283,2.77
F05205,T101,2024-05-05,1243,3442,2.77
F05206,T101,2023-07-24,1180,3268,2.77
F05207,T101,2023-07-14,985,2729,2.77
F05208,T101,2023-07-13,1386,3840,2.77
F05209,T101,2023-11-17,948,2626,2.77
F05210,T101,2023-10-31,1102,3053,2.77
F05211,T101,2023-11-06,1069,2962,2.77
F05212,T102,2023-08-13,1335,4539,3.4
F05213,T102,2023-08-20,2219,7544,3.4
F05214,T102,2023-08-09,1678,5704,3.4
F05215,T102,2023-08-18,2309,7851,3.4
F05216,T102,2023-10-27,1839,6251,3.4
F05217,T102,2023-10-11,1327,4511,3.4
F05218,T102,2023-10-26,1503,5109,3.4
F05219,T102,2023-04-11,1741,5920,3.4
F05220,T102,2023-04-24,1794,6100,3.4
F05221,T102,2023-04-20,1689,5741,3.4
F05222,T102,2023-04-11,2040,6937,3.4
F05223,T102,2024-01-31,1260,4284,3.4
F05224,T102,2024-02-11,1464,4979,3.4
F05225,T102,2024-02-03,1294,4400,3.4
F05226,T102,2024-02-24,1294,4400,3.4
F05227,T102,2023-05-07,1927,6552,3.4
F05228,T102,2023-05-25,2487,8457,3.4
F05229,T102,2023-05-21,2308,7847,3.4
F05230,T102,2024-01-10,1531,5204,3.4
F05231,T102,2024-01-12,1531,5204,3.4
F05232,T102,2024-01-09,1689,5743,3.4
F05233,T102,2023-01-25,1236,4203,3.4
F05234,T102,2023-01-21,1561,5309,3.4
F05235,T102,2023-01-13,1740,5917,3.4
F05236,T102,2024-08-07,2268,7711,3.4
F05237,T102,2024-08-09,1553,5279,3.4
F05238,T102,2024-08-01,1570,5338,3.4
F05239,T102,2024-08-21,1448,4923,3.4
F05240,T102,2024-08-17,1431,4864,3.4
F05241,T102,2024-05-11,944,3208,3.4
F05242,T102,2024-05-15,1274,4333,3.4
F05243,T102,2024-05-18,919,3125,3.4
F05244,T102,2023-02-23,1554,5284,3.4
F05245,T102,2023-02-04,2349,7988,3.4
F05246,T102,2023-02-25,2035,6919,3.4
F05247,T102,2023-03-07,1219,4144,3.4
F05248,T102,2023-03-01,1672,5685,3.4
F05249,T102,2023-03-21,1344,4569,3.4
F05250,T102,2023-07-10,1270,4317,3.4
F05251,T102,2023-07-19,1507,5124,3.4
F05252,T102,2023-07-13,949,3228,3.4
F05253,T102,2023-09-05,1709,5809,3.4
F05254,T102,2023-08-31,1340,4557,3.4
F05255,T102,2023-09-17,1311,4457,3.4
F05256,T102,2024-09-05,1642,5584,3.4
F05257,T102,2024-09-19,2121,7210,3.4
F05258,T102,2024-09-07,1850,6291,3.4
F05259,T102,2024-06-09,1271,4323,3.4
F05260,T102,2024-06-16,1842,6262,3.4
F05261,T102,2024-06-09,1614,5487,3.4
F05262,T102,2024-06-05,1451,4932,3.4
F05263,T102,2024-06-13,1826,6207,3.4
F05264,T102,2024-12-14,1159,3939,3.4
F05265,T102,2024-12-05,920,3129,3.4
F05266,T102,2024-12-08,1202,4086,3.4
F05267,T102,2024-07-15,1984,6747,3.4
F05268,T102,2024-07-18,2454,8342,3.4
F05269,T102,2024-07-18,2176,7399,3.4
F05270,T102,2023-11-24,1258,4276,3.4
F05271,T102,2023-11-02,1805,6137,3.4
F05272,T102,2023-11-06,1258,4276,3.4
F05273,T102,2024-04-06,1199,4076,3.4
F05274,T102,2024-04-24,1756,5971,3.4
F05275,T102,2024-04-27,1401,4765,3.4
F05276,T102,2024-04-09,2094,7119,3.4
F05277,T102,2024-03-22,2128,7236,3.4
F05278,T102,2024-03-04,1720,5849,3.4
F05279,T102,2024-03-01,2128,7236,3.4
F05280,T102,2024-03-13,1454,4945,3.4
F05281,T102,2024-10-27,1192,4054,3.4
F05282,T102,2024-10-14,759,2580,3.4
F05283,T102,2024-10-15,910,3095,3.4
F05284,T102,2024-11-09,1368,4650,3.4
F05285,T102,2024-11-17,1786,6072,3.4
F05286,T102,2024-11-18,1866,6345,3.4
F05287,T102,2024-11-06,1673,5689,3.4
F05288,T102,2023-12-19,1737,5907,3.4
F05289,T102,2023-12-17,1544,5251,3.4
F05290,T102,2023-12-25,2166,7366,3.4
F05291,T102,2023-06-01,1491,5071,3.4
F05292,T102,2023-06-06,1246,4236,3.4
F05293,T102,2023-06-26,2018,6861,3.4
F05294,T103,2023-03-08,1858,5147,2.77
F05295,T103,2023-02-28,1410,3905,2.77
F05296,T103,2023-03-15,1874,5192,2.77
F05297,T103,2023-09-12,2241,6208,2.77
F05298,T103,2023-09-23,1733,4800,2.77
F05299,T103,2023-09-24,1802,4992,2.77
F05300,T103,2023-09-11,2310,6400,2.77
F05301,T103,2024-07-06,2889,8003,2.77
F05302,T103,2024-07-16,2866,7938,2.77
F05303,T103,2024-07-23,2496,6914,2.77
F05304,T103,2024-01-22,2238,6200,2.77
F05305,T103,2024-01-16,2501,6927,2.77
F05306,T103,2024-01-20,2420,6703,2.77
F05307,T103,2024-01-09,2037,5642,2.77
F05308,T103,2023-04-03,2083,5771,2.77
F05309,T103,2023-04-11,1509,4179,2.77
F05310,T103,2023-04-11,1724,4776,2.77
F05311,T103,2024-05-09,2372,6570,2.77
F05312,T103,2024-05-22,2372,6570,2.77
F05313,T103,2024-05-06,2679,7422,2.77
F05314,T103,2024-05-23,2130,5901,2.77
F05315,T103,2023-06-18,1777,4921,2.77
F05316,T103,2023-06-15,2108,5840,2.77
F05317,T103,2023-06-11,2392,6627,2.77
F05318,T103,2023-06-01,2748,7611,2.77
F05319,T103,2024-02-10,1919,5315,2.77
F05320,T103,2024-02-13,1971,5459,2.77
F05321,T103,2024-02-01,2196,6082,2.77
F05322,T103,2024-06-15,2433,6740,2.77
F05323,T103,2024-06-04,2113,5853,2.77
F05324,T103,2024-06-08,2497,6917,2.77
F05325,T103,2024-12-09,1334,3696,2.77
F05326,T103,2024-12-05,2224,6161,2.77
F05327,T103,2024-12-21,2224,6161,2.77
F05328,T103,2024-09-14,1587,4397,2.77
F05329,T103,2024-09-18,2420,6703,2.77
F05330,T103,2024-09-21,2052,5684,2.77
F05331,T103,2023-01-17,1710,4736,2.77
F05332,T103,2023-01-23,1897,5255,2.77
F05333,T103,2023-01-03,2108,5839,2.77
F05334,T103,2023-05-14,2623,7266,2.77
F05335,T103,2023-05-05,2408,6670,2.77
F05336,T103,2023-05-07,2451,6789,2.77
F05337,T103,2023-07-23,1530,4237,2.77
F05338,T103,2023-06-30,1304,3613,2.77
F05339,T103,2023-07-21,1643,4550,2.77
F05340,T103,2024-04-20,2333,6462,2.77
F05341,T103,2024-04-26,2861,7925,2.77
F05342,T103,2024-04-16,2223,6157,2.77
F05343,T103,2023-10-09,2251,6235,2.77
F05344,T103,2023-10-01,1373,3802,2.77
F05345,T103,2023-10-01,2068,5728,2.77
F05346,T103,2024-08-07,2147,5947,2.77
F05347,T103,2024-08-22,2736,7580,2.77
F05348,T103,2024-08-26,2123,5881,2.77
F05349,T103,2023-11-20,1840,5097,2.77
F05350,T103,2023-11-11,1666,4615,2.77
F05351,T103,2023-11-13,2344,6493,2.77
F05352,T103,2023-11-17,1472,4078,2.77
F05353,T103,2023-12-09,1861,5156,2.77
F05354,T103,2023-12-26,1881,5209,2.77
F05355,T103,2023-12-11,2360,6538,2.77
F05356,T103,2024-11-19,2073,5741,2.77
F05357,T103,2024-11-09,1988,5507,2.77
F05358,T103,2024-11-09,2073,5741,2.77
F05359,T103,2024-10-13,2529,7006,2.77
F05360,T103,2024-10-16,2142,5933,2.77
F05361,T103,2024-10-11,2165,5996,2.77
F05362,T103,2024-10-14,2324,6438,2.77
F05363,T103,2023-08-11,1241,3437,2.77
F05364,T103,2023-08-08,1283,3554,2.77
F05365,T103,2023-08-20,1594,4414,2.77
F05366,T103,2023-02-25,1390,3849,2.77
F05367,T103,2023-02-19,1664,4608,2.77
F05368,T103,2023-02-16,1956,5419,2.77
F05369,T103,2023-02-04,1316,3646,2.77
F05370,T103,2024-03-16,739,2048,2.77
F05371,T103,2024-03-26,815,2258,2.77
F05372,T103,2024-03-19,1147,3176,2.77
F05373,T104,2023-05-20,1016,3241,3.19
F05374,T104,2023-05-23,1183,3773,3.19
F05375,T104,2023-05-21,1739,5549,3.19
F05376,T104,2024-03-10,1030,3287,3.19
F05377,T104,2024-03-11,1353,4317,3.19
F05378,T104,2024-03-10,956,3050,3.19
F05379,T104,2024-03-21,1552,4951,3.19
F05380,T104,2023-10-13,1482,4728,3.19
F05381,T104,2023-10-09,1617,5158,3.19
F05382,T104,2023-10-12,2139,6823,3.19
F05383,T104,2024-12-07,2264,7222,3.19
F05384,T104,2024-12-27,1954,6232,3.19
F05385,T104,2024-12-07,1479,4718,3.19
F05386,T104,2024-12-06,2246,7164,3.19
F05387,T104,2024-06-22,1582,5047,3.19
F05388,T104,2024-06-24,1858,5927,3.19
F05389,T104,2024-06-22,1729,5516,3.19
F05390,T104,2024-10-27,1244,3969,3.19
F05391,T104,2024-09-30,1266,4038,3.19
F05392,T104,2024-10-19,993,3168,3.19
F05393,T104,2023-06-22,1193,3807,3.19
F05394,T104,2023-06-01,1263,4029,3.19
F05395,T104,2023-06-24,1457,4648,3.19
F05396,T104,2023-06-14,1485,4737,3.19
F05397,T104,2023-07-25,1167,3723,3.19
F05398,T104,2023-07-20,1195,3811,3.19
